TableID,TableName,Name,DataType,Size,Nullable,Description,IsInCSV,Scrambled
9010000,Membership,TeamArea,string,50,True,Area of the team,True,False
9010000,Membership,Active,boolean,,False,Whether the membership is active (true/false),True,False
9010000,Membership,StartDate,datetime,,True,The start date of the membership (UTC),True,False
9010000,Membership,EndDate,datetime,,True,The end date of the membership (UTC),True,False
9010000,Membership,Updated,datetime,,True,The updated date and time of the membership (EST/EDT),True,False
9010000,Membership,Jersey,integer,,True,Jersey number worn by player for this team,True,True
9013000,PlayerGame,StatId,integer,32,False,The unique ID of the stat,True,False
9013000,PlayerGame,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
9013000,PlayerGame,Season,integer,32,False,The soccer season of the game,True,False
9013000,PlayerGame,RoundId,integer,32,True,The unique ID of the round,True,False
9013000,PlayerGame,TeamId,integer,32,True,The unique ID of the team,True,False
9013000,PlayerGame,PlayerId,integer,32,True,Unique ID assigned to each player that stays with them throughout their career,True,False
9013000,PlayerGame,Name,string,100,True,Player's name,True,False
9013000,PlayerGame,ShortName,string,50,True,The short name of the player,True,False
9013000,PlayerGame,Team,string,50,True,The abbreviation of the Team,True,False
9013000,PlayerGame,PositionCategory,string,10,True,The player's position category. ,True,False
9013000,PlayerGame,Position,string,10,True,The position of the player. Possible values include: A (Attacker); M (Midfielder); D (Defender); GK (Goalkeeper),True,False
9013000,PlayerGame,Jersey,integer,32,True,The player's jersey number.,True,False
9013000,PlayerGame,Started,integer,32,True,Number of games the player started,True,False
9013000,PlayerGame,Captain,boolean,,True,Whether the player is a captain (true/false,True,False
9013000,PlayerGame,Suspension,boolean,,True,Whether the player is suspended (true/false),True,False
9013000,PlayerGame,SuspensionReason,string,20,True,The reason for the suspension,True,False
9013000,PlayerGame,FanDuelSalary,integer,32,True,The player's salary for FanDuel daily fantasy contests.,True,True
9013000,PlayerGame,DraftKingsSalary,integer,32,True,The player's salary for DraftKings daily fantasy contests.,True,True
9013000,PlayerGame,YahooSalary,integer,32,True,The player's salary for Yahoo daily fantasy contests.,True,True
9013000,PlayerGame,MondogoalSalary,integer,32,True,The player's salary for Mondogoal daily fantasy contests.,True,True
9013000,PlayerGame,FanDuelPosition,string,10,True,The player's eligible position in FanDuel's daily fantasy sports platform.,True,True
9013000,PlayerGame,DraftKingsPosition,string,10,True,The player's eligible position in DraftKings' daily fantasy sports platform.,True,True
9013000,PlayerGame,YahooPosition,string,10,True,The player's eligible position in Yahoo's daily fantasy sports platform.,True,True
9013000,PlayerGame,MondogoalPosition,string,10,True,The player's eligible position in Mondogoal's daily fantasy sports platform.,True,True
9013000,PlayerGame,InjuryStatus,string,50,True,Indicates the player's injury status. Possible values include: Questionable; Out,True,True
9013000,PlayerGame,InjuryBodyPart,string,100,True,The body part that is injured (Knee; Groin; Calf; Hamstring; etc.),True,True
9013000,PlayerGame,InjuryNotes,string,250,True,Not yet supported; will be null.,True,True
9013000,PlayerGame,InjuryStartDate,date,,True,The day that the injury started or first discovered.,True,False
9013000,PlayerGame,GlobalTeamId,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
9013000,PlayerGame,GameId,integer,32,True,The unique ID of this game,True,False
9013000,PlayerGame,OpponentId,integer,32,True,The unique ID of the team's opponent,True,False
9013000,PlayerGame,Opponent,string,10,True,The name of the opponent ,True,False
9013000,PlayerGame,Day,date,,True,The day of the game,True,False
9013000,PlayerGame,DateTime,datetime,,True,The date and time of the game (UTC),True,False
9013000,PlayerGame,HomeOrAway,string,4,True,Whether the team is home or away,True,False
9013000,PlayerGame,IsGameOver,boolean,,False,Whether the game is over (true/false),True,False
9013000,PlayerGame,GlobalGameId,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
9013000,PlayerGame,GlobalOpponentId,integer,32,True,A globally unique ID for this opponent. This value is guaranteed to be unique across all sports/leagues.,True,False
9013000,PlayerGame,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
9013000,PlayerGame,UpdatedUtc,datetime,,True,The timestamp of when the record was last updated (UTC Time),True,False
9013000,PlayerGame,Games,integer,32,True,The number of games played,True,False
9013000,PlayerGame,FantasyPoints,decimal,32,True,Total fantasy points,True,True
9013000,PlayerGame,FantasyPointsFanDuel,decimal,32,True,Total Fan Duel daily fantasy points scored,True,True
9013000,PlayerGame,FantasyPointsDraftKings,decimal,32,True,Total Draft Kings daily fantasy points scored,True,True
9013000,PlayerGame,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
9013000,PlayerGame,FantasyPointsMondogoal,decimal,32,True,Total Mondogoal fantasy points scored,True,True
9013000,PlayerGame,Minutes,decimal,32,True,Total minutes played,True,True
9013000,PlayerGame,Goals,decimal,32,True,Total goals scored,True,True
9013000,PlayerGame,Assists,decimal,32,True,Total assists scored,True,True
9013000,PlayerGame,Shots,decimal,32,True,Total shots attempted,True,True
9013000,PlayerGame,ShotsOnGoal,decimal,32,True,Total shots on goal attempted,True,True
9013000,PlayerGame,YellowCards,decimal,32,True,Total yellow cards against,True,True
9013000,PlayerGame,RedCards,decimal,32,True,Total red cards against,True,True
9013000,PlayerGame,YellowRedCards,decimal,32,True,Total double yellow cards against (which result in a red card),True,True
9013000,PlayerGame,Crosses,decimal,32,True,Total passes from a wide area of the field towards the center of the field near the opponent's goal,True,True
9013000,PlayerGame,TacklesWon,decimal,32,True,Total tackles won,True,True
9013000,PlayerGame,Interceptions,decimal,32,True,Total interceptions made,True,True
9013000,PlayerGame,OwnGoals,decimal,32,True,Total goals scored against own team (accidentally),True,True
9013000,PlayerGame,Fouls,decimal,32,True,Total fouls made,True,True
9013000,PlayerGame,Fouled,decimal,32,True,Total times fouled,True,True
9013000,PlayerGame,Offsides,decimal,32,True,Total offsides against,True,True
9013000,PlayerGame,Passes,decimal,32,True,Total passes attempted,True,True
9013000,PlayerGame,PassesCompleted,decimal,32,True,Total passes completed successfully to teammate,True,True
9013000,PlayerGame,LastManTackle,decimal,32,True,Total tackles made when there is no one else available to stop the opponent from scoring (this can be the goalkeeper),True,True
9013000,PlayerGame,CornersWon,decimal,32,True,Total corner kicks awarded,True,True
9013000,PlayerGame,BlockedShots,decimal,32,True,Total shots blocked,True,True
9013000,PlayerGame,Touches,decimal,32,True,Total times this player touched the ball,True,True
9013000,PlayerGame,DefenderCleanSheets,decimal,32,True,Total defender clean sheets (awarded when zero goals were allowed to the opponent and the player played at least 60 minutes),True,True
9013000,PlayerGame,GoalkeeperSaves,decimal,32,True,Total saves made by goalkeeper,True,True
9013000,PlayerGame,GoalkeeperGoalsAgainst,decimal,32,True,Total goals allowed by goalkeeper,True,True
9013000,PlayerGame,GoalkeeperSingleGoalAgainst,decimal,32,True,Total games where this goalkeeper allowed exactly one goal,True,True
9013000,PlayerGame,GoalkeeperCleanSheets,decimal,32,True,Total goalkeeper clean sheets (awarded when zero goals were allowed to the opponent and the player played at least 60 minutes),True,True
9013000,PlayerGame,GoalkeeperWins,decimal,32,True,Total goalkeeper wins (awarded when zero goals were allowed to the opponent and the player played at least 45 minutes),True,True
9013000,PlayerGame,PenaltyKickGoals,decimal,32,True,Total penalty kick goals,True,True
9013000,PlayerGame,PenaltyKickMisses,decimal,32,True,Total penalty kick misses,True,True
9013000,PlayerGame,PenaltyKickSaves,decimal,32,True,Total penalty kick saves,True,True
9013000,PlayerGame,PenaltiesWon,decimal,32,True,Total penalties won,True,True
9013000,PlayerGame,PenaltiesConceded,decimal,32,True,Total penalties conceded ,True,True
9013000,PlayerGame,Score,decimal,32,True,Goals scored by entire team,True,True
9013000,PlayerGame,OpponentScore,decimal,32,True,Goals allowed to opponent,True,True
9013000,PlayerGame,Tackles,decimal,32,True,Total Tackles,False,True
9047000,PlayerGameBasic,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
9047000,PlayerGameBasic,UpdatedUtc,datetime,,True,The timestamp of when the record was last updated (UTC Time),True,False
9047000,PlayerGameBasic,Games,integer,32,True,The number of games played,True,False
9047000,PlayerGameBasic,Minutes,decimal,32,True,Total minutes played,True,True
9047000,PlayerGameBasic,Goals,decimal,32,True,Total goals scored,True,True
9047000,PlayerGameBasic,Assists,decimal,32,True,Total assists scored,True,True
9047000,PlayerGameBasic,Shots,decimal,32,True,Total shots attempted,True,True
9047000,PlayerGameBasic,ShotsOnGoal,decimal,32,True,Total shots on goal attempted,True,True
9047000,PlayerGameBasic,YellowCards,decimal,32,True,Total yellow cards against,True,True
9047000,PlayerGameBasic,RedCards,decimal,32,True,Total red cards against,True,True
9047000,PlayerGameBasic,YellowRedCards,decimal,32,True,Total double yellow cards against (which result in a red card),True,True
9047000,PlayerGameBasic,Crosses,decimal,32,True,Total passes from a wide area of the field towards the center of the field near the opponent's goal,True,True
9047000,PlayerGameBasic,TacklesWon,decimal,32,True,Total tackles won,True,True
9047000,PlayerGameBasic,Interceptions,decimal,32,True,Total interceptions made,True,True
9047000,PlayerGameBasic,OwnGoals,decimal,32,True,Total goals scored against own team (accidentally),True,True
9047000,PlayerGameBasic,Fouls,decimal,32,True,Total fouls made,True,True
9047000,PlayerGameBasic,Fouled,decimal,32,True,Total times fouled,True,True
9047000,PlayerGameBasic,Offsides,decimal,32,True,Total offsides against,True,True
9047000,PlayerGameBasic,Passes,decimal,32,True,Total passes attempted,True,True
9047000,PlayerGameBasic,PassesCompleted,decimal,32,True,Total passes completed successfully to teammate,True,True
9047000,PlayerGameBasic,LastManTackle,decimal,32,True,Total tackles made when there is no one else available to stop the opponent from scoring (this can be the goalkeeper),True,True
9047000,PlayerGameBasic,CornersWon,decimal,32,True,Total corner kicks awarded,True,True
9047000,PlayerGameBasic,BlockedShots,decimal,32,True,Total shots blocked,True,True
9047000,PlayerGameBasic,Touches,decimal,32,True,Total times this player touched the ball,True,True
9047000,PlayerGameBasic,DefenderCleanSheets,decimal,32,True,Total defender clean sheets (awarded when zero goals were allowed to the opponent and the player played at least 60 minutes),True,True
9047000,PlayerGameBasic,GoalkeeperSaves,decimal,32,True,Total saves made by goalkeeper,True,True
9047000,PlayerGameBasic,GoalkeeperGoalsAgainst,decimal,32,True,Total goals allowed by goalkeeper,True,True
9047000,PlayerGameBasic,GoalkeeperSingleGoalAgainst,decimal,32,True,Total games where this goalkeeper allowed exactly one goal,True,True
9047000,PlayerGameBasic,GoalkeeperCleanSheets,decimal,32,True,Total goalkeeper clean sheets (awarded when zero goals were allowed to the opponent and the player played at least 60 minutes),True,True
9047000,PlayerGameBasic,GoalkeeperWins,decimal,32,True,Total goalkeeper wins (awarded when zero goals were allowed to the opponent and the player played at least 45 minutes),True,True
9047000,PlayerGameBasic,PenaltyKickGoals,decimal,32,True,Total penalty kick goals,True,True
9047000,PlayerGameBasic,PenaltyKickMisses,decimal,32,True,Total penalty kick misses,True,True
9047000,PlayerGameBasic,PenaltyKickSaves,decimal,32,True,Total penalty kick saves,True,True
9047000,PlayerGameBasic,PenaltiesWon,decimal,32,True,Total penalties won,True,True
9047000,PlayerGameBasic,PenaltiesConceded,decimal,32,True,Total penalties conceded,True,True
9047000,PlayerGameBasic,Score,decimal,32,True,Goals scored by entire team,True,True
9047000,PlayerGameBasic,OpponentScore,decimal,32,True,Goals allowed to opponent,True,True
9047000,PlayerGameBasic,Tackles,decimal,32,True,Total Tackles,False,True
9047000,PlayerGameBasic,GameId,integer,32,True,The unique ID of this game,True,False
9047000,PlayerGameBasic,OpponentId,integer,32,True,The unique ID of the team's opponent,True,False
9047000,PlayerGameBasic,Opponent,string,10,True,The name of the opponent,True,False
9047000,PlayerGameBasic,Day,date,,True,The day of the game,True,False
9047000,PlayerGameBasic,DateTime,datetime,,True,The date and time of the game (UTC),True,False
9047000,PlayerGameBasic,HomeOrAway,string,4,True,Whether the team is home or away,True,False
9047000,PlayerGameBasic,IsGameOver,boolean,,False,Whether the game is over (true/false),True,False
9047000,PlayerGameBasic,GlobalGameId,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
9047000,PlayerGameBasic,GlobalOpponentId,integer,32,True,A globally unique ID for this opponent. This value is guaranteed to be unique across all sports/leagues.,True,False
9047000,PlayerGameBasic,StatId,integer,32,False,The unique ID of the stat,True,False
9047000,PlayerGameBasic,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
9047000,PlayerGameBasic,Season,integer,32,False,The soccer season of the game,True,False
9047000,PlayerGameBasic,RoundId,integer,32,True,The unique ID of the round,True,False
9047000,PlayerGameBasic,TeamId,integer,32,True,The unique ID of the team,True,False
9047000,PlayerGameBasic,PlayerId,integer,32,True,Unique ID assigned to each player that stays with them throughout their career,True,False
9047000,PlayerGameBasic,Name,string,100,True,Player's name,True,False
9047000,PlayerGameBasic,ShortName,string,50,True,The short name of the player,True,False
9047000,PlayerGameBasic,Team,string,50,True,The abbreviation of the Team,True,False
9047000,PlayerGameBasic,PositionCategory,string,10,True,The player's position category.,True,False
9047000,PlayerGameBasic,Position,string,10,True,The position of the player. Possible values include: A (Attacker); M (Midfielder); D (Defender); GK (Goalkeeper),True,False
9047000,PlayerGameBasic,Jersey,integer,32,False,The player's jersey number.,True,False
9047000,PlayerGameBasic,Started,integer,32,True,Number of games the player started,True,False
9047000,PlayerGameBasic,Captain,boolean,,True,Whether the player is a captain (true/false),True,False
9047000,PlayerGameBasic,Suspension,boolean,,True,Whether the player is suspended (true/false),True,False
9047000,PlayerGameBasic,SuspensionReason,string,20,True,The reason for the suspension,False,False
9047000,PlayerGameBasic,GlobalTeamId,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
9014000,TeamGame,StatId,integer,32,False,The unique ID of the stat,True,False
9014000,TeamGame,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
9014000,TeamGame,Season,integer,32,False,The soccer season of the game,True,False
9014000,TeamGame,RoundId,integer,32,True,The unique ID of the round,True,False
9014000,TeamGame,TeamId,integer,32,True,The unique ID of the team,True,False
9014000,TeamGame,Name,string,100,True,Team's name,True,False
9014000,TeamGame,Team,string,50,True,The abbreviation of the Team,True,False
9014000,TeamGame,GlobalTeamId,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
9014000,TeamGame,Possession,decimal,32,True,Percentage of ball possession for this game,True,False
9014000,TeamGame,GameId,integer,32,True,The unique ID of this game,True,False
9014000,TeamGame,OpponentId,integer,32,True,The unique ID of the team's opponent,True,False
9014000,TeamGame,Opponent,string,10,True,The name of the opponent ,True,False
9014000,TeamGame,Day,date,,True,The day of the game,True,False
9014000,TeamGame,DateTime,datetime,,True,The date and time of the game (UTC),True,False
9014000,TeamGame,HomeOrAway,string,4,True,Whether the team is home or away,True,False
9014000,TeamGame,IsGameOver,boolean,,False,Whether the game is over (true/false),True,False
9014000,TeamGame,GlobalGameId,integer,32,True,A globally unique ID for this game. This value is guaranteed to be unique across all sports/leagues.,False,False
9014000,TeamGame,GlobalOpponentId,integer,32,True,A globally unique ID for this opponent. This value is guaranteed to be unique across all sports/leagues.,True,False
9014000,TeamGame,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
9014000,TeamGame,UpdatedUtc,datetime,,True,The timestamp of when the record was last updated (UTC Time),True,False
9014000,TeamGame,Games,integer,32,True,The number of games played,True,False
9014000,TeamGame,FantasyPoints,decimal,32,True,Total fantasy points,True,True
9014000,TeamGame,FantasyPointsFanDuel,decimal,32,True,Total Fan Duel daily fantasy points scored,True,True
9014000,TeamGame,FantasyPointsDraftKings,decimal,32,True,Total Draft Kings daily fantasy points scored,True,True
9014000,TeamGame,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
9014000,TeamGame,FantasyPointsMondogoal,decimal,32,True,Total Mondogoal fantasy points scored,True,True
9014000,TeamGame,Minutes,decimal,32,True,Total minutes played,True,True
9014000,TeamGame,Goals,decimal,32,True,Total goals scored,True,True
9014000,TeamGame,Assists,decimal,32,True,Total assists scored,True,True
9014000,TeamGame,Shots,decimal,32,True,Total shots attempted,True,True
9014000,TeamGame,ShotsOnGoal,decimal,32,True,Total shots on goal attempted,True,True
9014000,TeamGame,YellowCards,decimal,32,True,Total yellow cards against,True,True
9014000,TeamGame,RedCards,decimal,32,True,Total red cards against,True,True
9014000,TeamGame,YellowRedCards,decimal,32,True,Total double yellow cards against (which result in a red card),True,True
9014000,TeamGame,Crosses,decimal,32,True,Total passes from a wide area of the field towards the center of the field near the opponent's goal,True,True
9014000,TeamGame,TacklesWon,decimal,32,True,Total tackles won,True,True
9014000,TeamGame,Interceptions,decimal,32,True,Total interceptions made,True,True
9014000,TeamGame,OwnGoals,decimal,32,True,Total goals scored against own team (accidentally),True,True
9014000,TeamGame,Fouls,decimal,32,True,Total fouls made,True,True
9014000,TeamGame,Fouled,decimal,32,True,Total times fouled,True,True
9014000,TeamGame,Offsides,decimal,32,True,Total offsides against,True,True
9014000,TeamGame,Passes,decimal,32,True,Total passes attempted,True,True
9014000,TeamGame,PassesCompleted,decimal,32,True,Total passes completed successfully to teammate,True,True
9014000,TeamGame,LastManTackle,decimal,32,True,Total tackles made when there is no one else available to stop the opponent from scoring (this can be the goalkeeper),True,True
9014000,TeamGame,CornersWon,decimal,32,True,Total corner kicks awarded,True,True
9014000,TeamGame,BlockedShots,decimal,32,True,Total shots blocked,True,True
9014000,TeamGame,Touches,decimal,32,True,Total times this player touched the ball,True,True
9014000,TeamGame,DefenderCleanSheets,decimal,32,True,Total defender clean sheets (awarded when zero goals were allowed to the opponent and the player played at least 60 minutes),True,True
9014000,TeamGame,GoalkeeperSaves,decimal,32,True,Total saves made by goalkeeper,True,True
9014000,TeamGame,GoalkeeperGoalsAgainst,decimal,32,True,Total goals allowed by goalkeeper,True,True
9014000,TeamGame,GoalkeeperSingleGoalAgainst,decimal,32,True,Total games where this goalkeeper allowed exactly one goal,True,True
9014000,TeamGame,GoalkeeperCleanSheets,decimal,32,True,Total goalkeeper clean sheets (awarded when zero goals were allowed to the opponent and the player played at least 60 minutes),True,True
9014000,TeamGame,GoalkeeperWins,decimal,32,True,Total goalkeeper wins (awarded when zero goals were allowed to the opponent and the player played at least 45 minutes),True,True
9014000,TeamGame,PenaltyKickGoals,decimal,32,True,Total penalty kick goals,True,True
9014000,TeamGame,PenaltyKickMisses,decimal,32,True,Total penalty kick misses,True,True
9014000,TeamGame,PenaltyKickSaves,decimal,32,True,Total penalty kick saves,True,True
9014000,TeamGame,PenaltiesWon,decimal,32,True,Total penalties won,True,True
9014000,TeamGame,PenaltiesConceded,decimal,32,True,Total penalties conceded ,True,True
9014000,TeamGame,Score,decimal,32,True,Goals scored by entire team,True,True
9014000,TeamGame,OpponentScore,decimal,32,True,Goals allowed to opponent,True,True
9014000,TeamGame,Tackles,decimal,32,True,Total Tackles,False,True
9015000,PlayerSeason,StatId,integer,32,False,The unique ID of the stat,True,False
9015000,PlayerSeason,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
9015000,PlayerSeason,Season,integer,32,False,The soccer regular season for which these totals apply,True,False
9015000,PlayerSeason,RoundId,integer,32,True,The unique ID of the round,True,False
9015000,PlayerSeason,TeamId,integer,32,True,The unique ID of the player's team,True,False
9015000,PlayerSeason,PlayerId,integer,32,True,Unique ID assigned to each player that stays with them throughout their career,True,False
9015000,PlayerSeason,Name,string,100,True,Player's name,True,False
9015000,PlayerSeason,ShortName,string,50,True,The short name of the player,True,False
9015000,PlayerSeason,Team,string,50,True,The abbreviation of the Team,True,False
9015000,PlayerSeason,PositionCategory,string,10,True,The player's position category. ,True,False
9015000,PlayerSeason,Position,string,10,True,The position of the player. Possible values include: A (Attacker); M (Midfielder); D (Defender); GK (Goalkeeper),True,False
9015000,PlayerSeason,Started,integer,32,True,Number of games started,True,False
9015000,PlayerSeason,GlobalTeamId,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
9015000,PlayerSeason,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
9015000,PlayerSeason,UpdatedUtc,datetime,,True,The timestamp of when the record was last updated (UTC Time),True,False
9015000,PlayerSeason,Games,integer,32,True,The number of games played,True,False
9015000,PlayerSeason,FantasyPoints,decimal,32,True,Total fantasy points,True,True
9015000,PlayerSeason,FantasyPointsFanDuel,decimal,32,True,Total Fan Duel daily fantasy points scored,True,True
9015000,PlayerSeason,FantasyPointsDraftKings,decimal,32,True,Total Draft Kings daily fantasy points scored,True,True
9015000,PlayerSeason,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
9015000,PlayerSeason,FantasyPointsMondogoal,decimal,32,True,Total Mondogoal fantasy points scored,True,True
9015000,PlayerSeason,Minutes,decimal,32,True,Total minutes played,True,True
9015000,PlayerSeason,Goals,decimal,32,True,Total goals scored,True,True
9015000,PlayerSeason,Assists,decimal,32,True,Total assists scored,True,True
9015000,PlayerSeason,Shots,decimal,32,True,Total shots attempted,True,True
9015000,PlayerSeason,ShotsOnGoal,decimal,32,True,Total shots on goal attempted,True,True
9015000,PlayerSeason,YellowCards,decimal,32,True,Total yellow cards against,True,True
9015000,PlayerSeason,RedCards,decimal,32,True,Total red cards against,True,True
9015000,PlayerSeason,YellowRedCards,decimal,32,True,Total double yellow cards against (which result in a red card),True,True
9015000,PlayerSeason,Crosses,decimal,32,True,Total passes from a wide area of the field towards the center of the field near the opponent's goal,True,True
9015000,PlayerSeason,TacklesWon,decimal,32,True,Total tackles won,True,True
9015000,PlayerSeason,Interceptions,decimal,32,True,Total interceptions made,True,True
9015000,PlayerSeason,OwnGoals,decimal,32,True,Total goals scored against own team (accidentally),True,True
9015000,PlayerSeason,Fouls,decimal,32,True,Total fouls made,True,True
9015000,PlayerSeason,Fouled,decimal,32,True,Total times fouled,True,True
9015000,PlayerSeason,Offsides,decimal,32,True,Total offsides against,True,True
9015000,PlayerSeason,Passes,decimal,32,True,Total passes attempted,True,True
9015000,PlayerSeason,PassesCompleted,decimal,32,True,Total passes completed successfully to teammate,True,True
9015000,PlayerSeason,LastManTackle,decimal,32,True,Total tackles made when there is no one else available to stop the opponent from scoring (this can be the goalkeeper),True,True
9015000,PlayerSeason,CornersWon,decimal,32,True,Total corner kicks awarded,True,True
9015000,PlayerSeason,BlockedShots,decimal,32,True,Total shots blocked,True,True
9015000,PlayerSeason,Touches,decimal,32,True,Total times this player touched the ball,True,True
9015000,PlayerSeason,DefenderCleanSheets,decimal,32,True,Total defender clean sheets (awarded when zero goals were allowed to the opponent and the player played at least 60 minutes),True,True
9015000,PlayerSeason,GoalkeeperSaves,decimal,32,True,Total saves made by goalkeeper,True,True
9015000,PlayerSeason,GoalkeeperGoalsAgainst,decimal,32,True,Total goals allowed by goalkeeper,True,True
9015000,PlayerSeason,GoalkeeperSingleGoalAgainst,decimal,32,True,Total games where this goalkeeper allowed exactly one goal,True,True
9015000,PlayerSeason,GoalkeeperCleanSheets,decimal,32,True,Total goalkeeper clean sheets (awarded when zero goals were allowed to the opponent and the player played at least 60 minutes),True,True
9015000,PlayerSeason,GoalkeeperWins,decimal,32,True,Total goalkeeper wins (awarded when zero goals were allowed to the opponent and the player played at least 45 minutes),True,True
9015000,PlayerSeason,PenaltyKickGoals,decimal,32,True,Total penalty kick goals,True,True
9015000,PlayerSeason,PenaltyKickMisses,decimal,32,True,Total penalty kick misses,True,True
9015000,PlayerSeason,PenaltyKickSaves,decimal,32,True,Total penalty kick saves,True,True
9015000,PlayerSeason,PenaltiesWon,decimal,32,True,Total penalties won,True,True
9015000,PlayerSeason,PenaltiesConceded,decimal,32,True,Total penalties conceded ,True,True
9015000,PlayerSeason,Score,decimal,32,True,Goals scored by entire team,True,True
9015000,PlayerSeason,OpponentScore,decimal,32,True,Goals allowed to opponent,True,True
9015000,PlayerSeason,Tackles,decimal,32,True,Total Tackles,False,True
9016000,TeamSeason,StatId,integer,32,False,The unique ID of the stat,True,False
9016000,TeamSeason,SeasonType,integer,32,False,The type of season that this record corresponds to (1=Regular Season; 2=Preseason; 3=Postseason; 4=Offseason; 5=AllStar).,True,False
9016000,TeamSeason,Season,integer,32,False,The soccer regular season for which these totals apply,True,False
9016000,TeamSeason,RoundId,integer,32,True,The unique ID of the round,True,False
9016000,TeamSeason,TeamId,integer,32,True,The unique ID of the team,True,False
9016000,TeamSeason,Name,string,100,True,Team name,True,False
9016000,TeamSeason,Team,string,50,True,The abbreviation of the Team,True,False
9016000,TeamSeason,GlobalTeamId,integer,32,True,A globally unique ID for this team. This value is guaranteed to be unique across all sports/leagues.,False,False
9016000,TeamSeason,Possession,decimal,32,True,Percentage of ball possession; per game; for this season.,True,False
9016000,TeamSeason,Updated,datetime,,True,The timestamp of when the record was last updated (US Eastern Time),True,False
9016000,TeamSeason,UpdatedUtc,datetime,,True,The timestamp of when the record was last updated (UTC Time),True,False
9016000,TeamSeason,Games,integer,32,True,The number of games played,True,False
9016000,TeamSeason,FantasyPoints,decimal,32,True,Total fantasy points,True,True
9016000,TeamSeason,FantasyPointsFanDuel,decimal,32,True,Total Fan Duel daily fantasy points scored,True,True
9016000,TeamSeason,FantasyPointsDraftKings,decimal,32,True,Total Draft Kings daily fantasy points scored,True,True
9016000,TeamSeason,FantasyPointsYahoo,decimal,32,True,Total Yahoo daily fantasy points scored,True,True
9016000,TeamSeason,FantasyPointsMondogoal,decimal,32,True,Total Mondogoal fantasy points scored,True,True
9016000,TeamSeason,Minutes,decimal,32,True,Total minutes played,True,True
9016000,TeamSeason,Goals,decimal,32,True,Total goals scored,True,True
9016000,TeamSeason,Assists,decimal,32,True,Total assists scored,True,True
9016000,TeamSeason,Shots,decimal,32,True,Total shots attempted,True,True
9016000,TeamSeason,ShotsOnGoal,decimal,32,True,Total shots on goal attempted,True,True
9016000,TeamSeason,YellowCards,decimal,32,True,Total yellow cards against,True,True
9016000,TeamSeason,RedCards,decimal,32,True,Total red cards against,True,True
9016000,TeamSeason,YellowRedCards,decimal,32,True,Total double yellow cards against (which result in a red card),True,True
9016000,TeamSeason,Crosses,decimal,32,True,Total passes from a wide area of the field towards the center of the field near the opponent's goal,True,True
9016000,TeamSeason,TacklesWon,decimal,32,True,Total tackles won,True,True
9016000,TeamSeason,Interceptions,decimal,32,True,Total interceptions made,True,True
9016000,TeamSeason,OwnGoals,decimal,32,True,Total goals scored against own team (accidentally),True,True
9016000,TeamSeason,Fouls,decimal,32,True,Total fouls made,True,True
9016000,TeamSeason,Fouled,decimal,32,True,Total times fouled,True,True
9016000,TeamSeason,Offsides,decimal,32,True,Total offsides against,True,True
9016000,TeamSeason,Passes,decimal,32,True,Total passes attempted,True,True
9016000,TeamSeason,PassesCompleted,decimal,32,True,Total passes completed successfully to teammate,True,True
9016000,TeamSeason,LastManTackle,decimal,32,True,Total tackles made when there is no one else available to stop the opponent from scoring (this can be the goalkeeper),True,True
9016000,TeamSeason,CornersWon,decimal,32,True,Total corner kicks awarded,True,True
9016000,TeamSeason,BlockedShots,decimal,32,True,Total shots blocked,True,True
9016000,TeamSeason,Touches,decimal,32,True,Total times this player touched the ball,True,True
9016000,TeamSeason,DefenderCleanSheets,decimal,32,True,Total defender clean sheets (awarded when zero goals were allowed to the opponent and the player played at least 60 minutes),True,True
9016000,TeamSeason,GoalkeeperSaves,decimal,32,True,Total saves made by goalkeeper,True,True
9016000,TeamSeason,GoalkeeperGoalsAgainst,decimal,32,True,Total goals allowed by goalkeeper,True,True
